time,"
Boston Celtics
",score,"
Dallas Mavericks
",url
11:16.0,"{'player': '', 'action': ''}",32-41,"{'player': '', 'action': 'Turnover by Team (shot clock)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:05.0,"{'player': 'A. Horford', 'action': 'misses 3-pt jump shot from 27 ft'}",32-41,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:04.0,"{'player': '', 'action': ''}",32-41,"{'player': 'J. Green', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:54.0,"{'player': '', 'action': ''}",34-41,"{'player': 'T. Hardaway', 'action': 'makes 2-pt layup from 2 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:40.0,"{'player': 'P. Pritchard A. Horford', 'action': 'P. Pritchard makes 3-pt jump shot from 23 ft (assist by A. Horford )'}",34-44,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:27.0,"{'player': '', 'action': ''}",34-44,"{'player': 'L. Dončić', 'action': 'misses 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:26.0,"{'player': '', 'action': ''}",34-44,"{'player': '', 'action': 'Offensive rebound by Team'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:26.0,"{'player': '', 'action': ''}",34-44,"{'player': 'D. Lively M. Kleber', 'action': 'D. Lively enters the game for M. Kleber'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:19.0,"{'player': '', 'action': ''}",36-44,"{'player': 'L. Dončić', 'action': 'makes 2-pt jump shot from 8 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:19.0,"{'player': '', 'action': ''}",36-44,"{'player': 'P. Pritchard L. Dončić', 'action': 'Shooting foul by P. Pritchard (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:19.0,"{'player': '', 'action': ''}",36-44,"{'player': 'L. Dončić', 'action': 'misses free throw 1 of 1'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:19.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",36-44,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:01.0,"{'player': 'J. Holiday', 'action': 'misses 2-pt jump shot from 9 ft'}",36-44,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:00.0,"{'player': '', 'action': ''}",36-44,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:53.0,"{'player': '', 'action': ''}",36-44,"{'player': 'T. Hardaway', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:52.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",36-44,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:37.0,"{'player': 'A. Horford J. Tatum', 'action': 'A. Horford makes 2-pt dunk at rim (assist by J. Tatum )'}",36-46,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:14.0,"{'player': '', 'action': ''}",36-46,"{'player': 'D. Jones J. Holiday', 'action': 'Turnover by D. Jones (bad pass; steal by J. Holiday )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:11.0,"{'player': 'X. Tillman J. Holiday', 'action': 'X. Tillman makes 2-pt layup from 2 ft (assist by J. Holiday )'}",36-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:49.0,"{'player': '', 'action': ''}",36-48,"{'player': 'D. Jones', 'action': 'misses 2-pt layup from 4 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:48.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",36-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:42.0,"{'player': 'J. Tatum', 'action': 'Turnover by  (bad pass)'}",36-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:42.0,"{'player': '', 'action': ''}",36-48,"{'player': 'K. Irving T. Hardaway', 'action': 'K. Irving enters the game for T. Hardaway'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:42.0,"{'player': '', 'action': ''}",36-48,"{'player': 'P. Washington D. Jones', 'action': 'P. Washington enters the game for D. Jones'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:42.0,"{'player': 'J. Brown A. Horford', 'action': 'J. Brown enters the game for A. Horford'}",36-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:30.0,"{'player': '', 'action': ''}",36-48,"{'player': 'K. Irving', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:28.0,"{'player': '', 'action': ''}",36-48,"{'player': '', 'action': 'Offensive rebound by Team'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:28.0,"{'player': '', 'action': ''}",36-48,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:28.0,"{'player': '', 'action': ''}",36-48,"{'player': '', 'action': 'Instant Replay (Challenge: Ruling Stands)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:20.0,"{'player': '', 'action': ''}",38-48,"{'player': 'D. Lively L. Dončić', 'action': 'D. Lively makes 2-pt dunk from 3 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:58.0,"{'player': 'P. Pritchard', 'action': 'misses 3-pt jump shot from 23 ft'}",38-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:57.0,"{'player': '', 'action': ''}",38-48,"{'player': 'D. Lively', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:43.0,"{'player': '', 'action': ''}",38-48,"{'player': 'K. Irving', 'action': 'misses 2-pt jump shot from 6 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:42.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",38-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:35.0,"{'player': 'J. Tatum D. Lively', 'action': 'Turnover by J. Tatum (bad pass; steal by D. Lively )'}",38-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:28.0,"{'player': '', 'action': ''}",38-48,"{'player': 'J. Green', 'action': 'misses 3-pt jump shot from 24 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:27.0,"{'player': '', 'action': ''}",38-48,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:26.0,"{'player': '', 'action': ''}",40-48,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 1 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:09.0,"{'player': 'J. Holiday D. Lively', 'action': 'J. Holiday misses 2-pt layup from 3 ft (block by D. Lively )'}",40-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:08.0,"{'player': '', 'action': ''}",40-48,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:59.0,"{'player': '', 'action': ''}",42-48,"{'player': 'D. Lively L. Dončić', 'action': 'D. Lively makes 2-pt dunk from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:59.0,"{'player': '', 'action': 'Boston full timeout'}",42-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:59.0,"{'player': 'K. Porziņģis P. Pritchard', 'action': 'K. Porziņģis enters the game for P. Pritchard'}",42-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:59.0,"{'player': 'D. White X. Tillman', 'action': 'D. White enters the game for X. Tillman'}",42-48,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:47.0,"{'player': 'J. Tatum', 'action': 'makes 2-pt jump shot from 14 ft'}",42-50,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:32.0,"{'player': '', 'action': ''}",44-50,"{'player': 'P. Washington L. Dončić', 'action': 'P. Washington makes 2-pt dunk from 1 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:12.0,"{'player': 'J. Tatum', 'action': 'makes 2-pt jump shot from 9 ft'}",44-52,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:12.0,"{'player': 'J. Green J. Tatum', 'action': 'Shooting foul by J. Green (drawn by J. Tatum )'}",44-52,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:12.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 1'}",44-53,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:00.0,"{'player': '', 'action': ''}",44-53,"{'player': 'K. Porziņģis P. Washington', 'action': 'Personal foul by K. Porziņģis (drawn by P. Washington )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:51.0,"{'player': '', 'action': ''}",44-53,"{'player': 'L. Dončić J. Brown', 'action': 'Turnover by L. Dončić (bad pass; steal by J. Brown )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:37.0,"{'player': 'J. Tatum', 'action': 'makes 2-pt jump shot from 13 ft'}",44-55,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:20.0,"{'player': '', 'action': ''}",46-55,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 13 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:05.0,"{'player': 'J. Tatum J. Brown', 'action': 'J. Tatum makes 2-pt layup from 4 ft (assist by J. Brown )'}",46-57,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:39.0,"{'player': '', 'action': ''}",48-57,"{'player': 'D. Lively L. Dončić', 'action': 'D. Lively makes 2-pt layup from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:29.0,"{'player': 'P. Washington J. Holiday', 'action': 'Personal foul by P. Washington (drawn by J. Holiday )'}",48-57,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:29.0,"{'player': '', 'action': ''}",48-57,"{'player': 'D. Exum L. Dončić', 'action': 'D. Exum enters the game for L. Dončić'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:29.0,"{'player': '', 'action': ''}",48-57,"{'player': 'M. Kleber J. Green', 'action': 'M. Kleber enters the game for J. Green'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:29.0,"{'player': 'A. Horford J. Holiday', 'action': 'A. Horford enters the game for J. Holiday'}",48-57,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:21.0,"{'player': 'K. Porziņģis J. Brown', 'action': 'K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Brown )'}",48-60,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:03.0,"{'player': '', 'action': ''}",48-60,"{'player': 'K. Irving D. White', 'action': 'K. Irving misses 3-pt jump shot from 27 ft (block by D. White )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:02.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",48-60,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:51.0,"{'player': 'J. Tatum', 'action': 'misses 2-pt layup from 4 ft'}",48-60,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:49.0,"{'player': '', 'action': ''}",48-60,"{'player': 'M. Kleber', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:41.0,"{'player': '', 'action': ''}",48-60,"{'player': 'D. Exum', 'action': 'misses 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:38.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",48-60,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:35.0,"{'player': 'J. Brown P. Washington', 'action': 'J. Brown misses 2-pt layup from 2 ft (block by P. Washington )'}",48-60,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:34.0,"{'player': '', 'action': ''}",48-60,"{'player': 'P. Washington', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:16.0,"{'player': '', 'action': ''}",50-60,"{'player': 'D. Exum D. Lively', 'action': 'D. Exum makes 2-pt layup from 6 ft (assist by D. Lively )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:59.0,"{'player': 'K. Porziņģis', 'action': 'misses 3-pt jump shot from 26 ft'}",50-60,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:57.0,"{'player': '', 'action': ''}",50-60,"{'player': 'M. Kleber', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:56.0,"{'player': '', 'action': ''}",50-60,"{'player': 'M. Kleber D. White', 'action': 'Turnover by M. Kleber (bad pass; steal by D. White )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:52.0,"{'player': 'J. Brown A. Horford', 'action': 'J. Brown makes 2-pt dunk from 4 ft (assist by A. Horford )'}",50-62,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:51.0,"{'player': '', 'action': ''}",50-62,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:51.0,"{'player': '', 'action': ''}",50-62,"{'player': 'L. Dončić D. Lively', 'action': 'L. Dončić enters the game for D. Lively'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:28.0,"{'player': '', 'action': ''}",50-62,"{'player': 'L. Dončić', 'action': 'misses 2-pt jump shot from 21 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:26.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",50-62,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:17.0,"{'player': 'A. Horford', 'action': 'misses 3-pt jump shot from 23 ft'}",50-62,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:15.0,"{'player': 'K. Porziņģis', 'action': 'Offensive rebound by'}",50-62,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:09.0,"{'player': 'J. Tatum', 'action': 'misses 3-pt jump shot from 27 ft'}",50-62,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:08.0,"{'player': '', 'action': ''}",50-62,"{'player': 'D. Exum', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:53.0,"{'player': '', 'action': ''}",52-62,"{'player': 'P. Washington M. Kleber', 'action': 'P. Washington makes 2-pt hook shot from 11 ft (assist by M. Kleber )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:23.0,"{'player': 'J. Brown K. Porziņģis', 'action': 'J. Brown makes 2-pt layup from 5 ft (assist by K. Porziņģis )'}",52-64,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:06.0,"{'player': '', 'action': ''}",55-64,"{'player': 'L. Dončić', 'action': 'makes 3-pt jump shot from 28 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:51.0,"{'player': 'J. Brown', 'action': 'misses 2-pt jump shot from 5 ft'}",55-64,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:49.0,"{'player': '', 'action': ''}",55-64,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:43.0,"{'player': '', 'action': ''}",57-64,"{'player': 'K. Irving L. Dončić', 'action': 'K. Irving makes 2-pt layup from 3 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:35.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 26 ft'}",57-64,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:33.0,"{'player': 'J. Brown', 'action': 'Offensive rebound by'}",57-64,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:31.0,"{'player': 'J. Brown', 'action': 'makes 2-pt layup from 2 ft'}",57-66,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:26.0,"{'player': '', 'action': ''}",59-66,"{'player': 'P. Washington L. Dončić', 'action': 'P. Washington makes 2-pt layup from 3 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:06.0,"{'player': 'J. Tatum D. Exum', 'action': 'Offensive foul by J. Tatum (drawn by D. Exum )'}",59-66,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:06.0,"{'player': 'J. Tatum', 'action': 'Turnover by  (offensive foul)'}",59-66,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:06.0,"{'player': 'J. Holiday K. Porziņģis', 'action': 'J. Holiday enters the game for K. Porziņģis'}",59-66,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:01.0,"{'player': '', 'action': ''}",59-66,"{'player': 'D. White L. Dončić', 'action': 'Personal take foul by D. White (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:47.0,"{'player': 'K. Porziņģis', 'action': 'misses 3-pt jump shot from 27 ft'}",59-66,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:45.0,"{'player': '', 'action': ''}",59-66,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:27.0,"{'player': '', 'action': ''}",59-66,"{'player': 'L. Dončić', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:26.0,"{'player': 'K. Porziņģis', 'action': 'Defensive rebound by'}",59-66,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:12.0,"{'player': 'J. Tatum D. White', 'action': 'J. Tatum makes 3-pt jump shot from 27 ft (assist by D. White )'}",59-69,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:01.0,"{'player': '', 'action': ''}",62-69,"{'player': 'K. Irving', 'action': 'makes 3-pt jump shot from 28 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:42.0,"{'player': 'J. Brown', 'action': 'makes 2-pt layup from 3 ft'}",62-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:32.0,"{'player': '', 'action': ''}",62-71,"{'player': 'K. Irving', 'action': 'misses 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:30.0,"{'player': '', 'action': ''}",62-71,"{'player': 'D. Lively', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:22.0,"{'player': '', 'action': ''}",62-71,"{'player': 'K. Irving', 'action': 'misses 2-pt jump shot from 14 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:21.0,"{'player': '', 'action': ''}",62-71,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:20.0,"{'player': '', 'action': ''}",62-71,"{'player': 'D. White L. Dončić', 'action': 'Shooting foul by D. White (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:20.0,"{'player': '', 'action': ''}",63-71,"{'player': 'L. Dončić', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:20.0,"{'player': '', 'action': ''}",64-71,"{'player': 'L. Dončić', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:08.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 27 ft'}",64-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:07.0,"{'player': '', 'action': ''}",64-71,"{'player': 'D. Lively', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:57.0,"{'player': '', 'action': ''}",64-71,"{'player': 'J. Green', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:55.0,"{'player': 'J. Holiday', 'action': 'Defensive rebound by'}",64-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:49.0,"{'player': 'D. White', 'action': 'Turnover by  (bad pass)'}",64-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:29.0,"{'player': '', 'action': ''}",67-71,"{'player': 'P. Washington L. Dončić', 'action': 'P. Washington makes 3-pt jump shot from 26 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:04.0,"{'player': 'J. Green K. Porziņģis', 'action': 'Personal foul by J. Green (drawn by K. Porziņģis )'}",67-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:55.0,"{'player': 'J. Tatum', 'action': 'makes 3-pt jump shot from 27 ft'}",67-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:45.0,"{'player': '', 'action': ''}",70-74,"{'player': 'P. Washington J. Green', 'action': 'P. Washington makes 3-pt jump shot from 27 ft (assist by J. Green )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:30.0,"{'player': 'D. White J. Holiday', 'action': 'D. White makes 3-pt jump shot from 23 ft (assist by J. Holiday )'}",70-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:10.0,"{'player': '', 'action': ''}",70-77,"{'player': 'P. Washington', 'action': 'misses 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:08.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",70-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:55.0,"{'player': 'J. Tatum', 'action': 'misses 3-pt jump shot from 27 ft'}",70-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:52.0,"{'player': '', 'action': ''}",70-77,"{'player': 'J. Green', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:46.0,"{'player': '', 'action': ''}",72-77,"{'player': 'K. Irving L. Dončić', 'action': 'K. Irving makes 2-pt layup from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:28.0,"{'player': 'J. Brown', 'action': 'misses 2-pt jump shot from 14 ft'}",72-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:26.0,"{'player': '', 'action': ''}",72-77,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:20.0,"{'player': '', 'action': ''}",74-77,"{'player': 'D. Lively L. Dončić', 'action': 'D. Lively makes 2-pt dunk from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:20.0,"{'player': '', 'action': 'Boston full timeout'}",74-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:20.0,"{'player': '', 'action': ''}",74-77,"{'player': 'T. Hardaway J. Green', 'action': 'T. Hardaway enters the game for J. Green'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:58.0,"{'player': 'K. Porziņģis', 'action': 'makes 2-pt jump shot from 12 ft'}",74-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:36.0,"{'player': '', 'action': ''}",77-79,"{'player': 'P. Washington K. Irving', 'action': 'P. Washington makes 3-pt jump shot from 26 ft (assist by K. Irving )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:18.0,"{'player': 'J. Brown J. Holiday', 'action': 'J. Brown makes 2-pt layup from 5 ft (assist by J. Holiday )'}",77-81,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:03.0,"{'player': '', 'action': ''}",77-81,"{'player': 'K. Irving', 'action': 'misses 2-pt jump shot from 5 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:02.0,"{'player': '', 'action': ''}",77-81,"{'player': 'D. Lively', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:02.0,"{'player': '', 'action': ''}",79-81,"{'player': 'D. Lively', 'action': 'makes 2-pt dunk at rim'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:46.0,"{'player': 'J. Brown', 'action': 'misses 3-pt jump shot from 24 ft'}",79-81,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:45.0,"{'player': '', 'action': ''}",79-81,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:38.0,"{'player': '', 'action': ''}",79-81,"{'player': 'P. Washington', 'action': 'misses 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:37.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",79-81,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:28.0,"{'player': 'J. Brown J. Holiday', 'action': 'J. Brown makes 3-pt jump shot from 24 ft (assist by J. Holiday )'}",79-84,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:14.0,"{'player': '', 'action': ''}",79-84,"{'player': 'P. Washington', 'action': 'misses 2-pt jump shot from 8 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:13.0,"{'player': '', 'action': ''}",79-84,"{'player': 'P. Washington', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
