game_id,home_team,away_team,home_win,point_differential,home_ORtg,home_DRtg,home_NRtg,home_Off_eFG%,home_Off_TOV%,home_Def_DRB%,home_clutch_PTS,home_clutch_FG%,home_clutch_REB,home_clutch_AST,home_clutch_TOV,away_ORtg,away_DRtg,away_NRtg,away_Off_eFG%,away_Off_TOV%,away_Def_DRB%,away_clutch_PTS,away_clutch_FG%,away_clutch_REB,away_clutch_AST,away_clutch_TOV
313,Brooklyn Nets,Washington Wizards,1,27,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
314,Memphis Grizzlies,Minnesota Timberwolves,0,24,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
315,Miami Heat,Cleveland Cavaliers,0,12,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
316,Oklahoma City Thunder,Golden State Warriors,1,2,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7
317,San Antonio Spurs,Chicago Bulls,0,9,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
318,Denver Nuggets,Houston Rockets,0,8,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
319,Phoenix Suns,Sacramento Kings,0,8,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
320,Portland Trail Blazers,Dallas Mavericks,0,13,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
321,Utah Jazz,Los Angeles Clippers,0,14,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
322,Los Angeles Lakers,Indiana Pacers,1,14,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
323,Charlotte Hornets,Miami Heat,0,2,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8
324,Detroit Pistons,Indiana Pacers,0,8,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
325,Orlando Magic,Cleveland Cavaliers,1,10,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
326,Philadelphia 76ers,Washington Wizards,1,45,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
327,Atlanta Hawks,Denver Nuggets,0,7,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
328,New York Knicks,Toronto Raptors,1,6,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
329,Houston Rockets,San Antonio Spurs,1,11,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2
330,Memphis Grizzlies,Dallas Mavericks,0,7,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
331,Milwaukee Bucks,Chicago Bulls,1,4,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
332,New Orleans Pelicans,Minnesota Timberwolves,1,14,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
333,Oklahoma City Thunder,Utah Jazz,1,14,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
334,Sacramento Kings,Brooklyn Nets,1,13,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
335,Los Angeles Clippers,Portland Trail Blazers,1,5,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
336,Boston Celtics,Cleveland Cavaliers,1,7,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
337,Dallas Mavericks,Los Angeles Lakers,1,2,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
338,Chicago Bulls,Denver Nuggets,0,8,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
339,Phoenix Suns,Golden State Warriors,1,3,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7
340,Los Angeles Clippers,Sacramento Kings,1,20,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
341,Detroit Pistons,Philadelphia 76ers,0,18,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
342,Washington Wizards,New Orleans Pelicans,0,20,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
343,Miami Heat,Charlotte Hornets,1,11,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9
344,Toronto Raptors,Atlanta Hawks,1,7,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
345,Houston Rockets,Memphis Grizzlies,1,13,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
346,Milwaukee Bucks,Indiana Pacers,1,14,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
347,San Antonio Spurs,Los Angeles Lakers,0,3,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
348,Phoenix Suns,Brooklyn Nets,0,4,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
349,Utah Jazz,New York Knicks,1,4,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
350,Boston Celtics,Cleveland Cavaliers,1,9,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
351,Miami Heat,Chicago Bulls,0,8,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
352,Dallas Mavericks,Minnesota Timberwolves,0,18,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
353,Denver Nuggets,Brooklyn Nets,1,23,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
354,Portland Trail Blazers,Utah Jazz,0,8,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
355,Sacramento Kings,Oklahoma City Thunder,1,5,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9
356,Los Angeles Clippers,Golden State Warriors,1,8,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7
357,Charlotte Hornets,New Orleans Pelicans,0,5,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
358,Philadelphia 76ers,Detroit Pistons,1,32,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9
359,Washington Wizards,Indiana Pacers,1,14,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
360,Boston Celtics,Orlando Magic,1,17,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
361,San Antonio Spurs,Los Angeles Lakers,1,14,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
362,Toronto Raptors,Atlanta Hawks,0,21,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
363,Memphis Grizzlies,Houston Rockets,0,7,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
364,Phoenix Suns,New York Knicks,0,17,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
365,Milwaukee Bucks,Detroit Pistons,1,32,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9
366,Charlotte Hornets,Philadelphia 76ers,0,53,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
367,Cleveland Cavaliers,Atlanta Hawks,1,8,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
368,Miami Heat,Chicago Bulls,1,2,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
369,Minnesota Timberwolves,Indiana Pacers,1,18,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
370,Golden State Warriors,Brooklyn Nets,1,4,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
371,Denver Nuggets,Oklahoma City Thunder,0,1,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9
372,Portland Trail Blazers,Dallas Mavericks,0,11,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
373,Sacramento Kings,Utah Jazz,1,21,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
374,Los Angeles Clippers,New York Knicks,1,22,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
375,Boston Celtics,Orlando Magic,1,17,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
376,San Antonio Spurs,New Orleans Pelicans,0,36,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
377,Milwaukee Bucks,Houston Rockets,1,9,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
378,Phoenix Suns,Washington Wizards,1,4,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
379,Portland Trail Blazers,Golden State Warriors,0,4,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7
380,Cleveland Cavaliers,Houston Rockets,1,5,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
381,Indiana Pacers,Los Angeles Clippers,0,24,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
382,Philadelphia 76ers,Chicago Bulls,0,4,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
383,Atlanta Hawks,Detroit Pistons,1,6,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9
384,Miami Heat,Minnesota Timberwolves,0,4,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
385,Toronto Raptors,Charlotte Hornets,1,15,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9
386,Oklahoma City Thunder,Memphis Grizzlies,1,19,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
387,Denver Nuggets,Dallas Mavericks,1,26,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
388,Utah Jazz,Brooklyn Nets,1,17,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
389,Sacramento Kings,Washington Wizards,1,12,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
390,Los Angeles Lakers,New York Knicks,0,5,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
391,New Orleans Pelicans,Memphis Grizzlies,0,2,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
392,Milwaukee Bucks,San Antonio Spurs,1,13,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2
393,Golden State Warriors,Boston Celtics,1,6,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8
394,Portland Trail Blazers,Phoenix Suns,1,5,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
395,Cleveland Cavaliers,Utah Jazz,1,8,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
396,Indiana Pacers,Charlotte Hornets,1,31,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9
397,Orlando Magic,Miami Heat,0,9,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8
398,Philadelphia 76ers,Minnesota Timberwolves,1,14,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
399,Brooklyn Nets,New York Knicks,0,19,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
400,Toronto Raptors,Denver Nuggets,0,9,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
401,Chicago Bulls,Los Angeles Lakers,1,16,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
402,Houston Rockets,Atlanta Hawks,0,7,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
403,Dallas Mavericks,Los Angeles Clippers,0,9,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
404,Sacramento Kings,Boston Celtics,0,25,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8
405,Detroit Pistons,Utah Jazz,0,8,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
406,Cleveland Cavaliers,New Orleans Pelicans,0,19,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
407,Chicago Bulls,San Antonio Spurs,1,19,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2
408,Memphis Grizzlies,Indiana Pacers,1,13,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
409,Milwaukee Bucks,Orlando Magic,1,4,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
410,Oklahoma City Thunder,Los Angeles Clippers,1,19,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
411,Minnesota Timberwolves,Los Angeles Lakers,1,7,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
412,Portland Trail Blazers,Washington Wizards,0,1,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
413,Philadelphia 76ers,Toronto Raptors,1,10,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
414,Brooklyn Nets,Denver Nuggets,0,5,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
415,Houston Rockets,Dallas Mavericks,1,26,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
416,Miami Heat,Atlanta Hawks,1,9,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
417,Golden State Warriors,Washington Wizards,1,11,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
418,Sacramento Kings,Phoenix Suns,1,15,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
419,New York Knicks,Milwaukee Bucks,0,19,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
420,Los Angeles Clippers,Boston Celtics,0,37,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8
421,Charlotte Hornets,Denver Nuggets,0,7,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
422,Indiana Pacers,Orlando Magic,0,7,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
423,New Orleans Pelicans,Houston Rockets,0,2,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
424,Atlanta Hawks,Memphis Grizzlies,0,6,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
425,Brooklyn Nets,Detroit Pistons,1,11,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9
426,Toronto Raptors,Utah Jazz,0,7,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
427,Chicago Bulls,Cleveland Cavaliers,0,14,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
428,Oklahoma City Thunder,Los Angeles Lakers,0,9,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
429,Dallas Mavericks,San Antonio Spurs,1,25,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2
430,Golden State Warriors,Portland Trail Blazers,1,20,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
431,Sacramento Kings,Minnesota Timberwolves,0,12,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
432,New York Knicks,Milwaukee Bucks,1,7,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
